Name,Rechtsform,Land,PLZ,Ort,Straße,HR Amtsgericht,Register-ID,Status,North Data URL,Tel.,Fax,E-Mail,Website,USt.-Id.,Eintragung,Eintragung Datum,Branche (WZ),Ges. Vertreter 1,Ges. Vertreter 2,Ges. Vertreter 3,Gegenstand,Tickers,Finanzkennzahlen Datum,Stamm-/Grundkapital EUR,Bilanzsumme EUR,Gewinn EUR,Gewinn CAGR %,Umsatz EUR,Umsatz CAGR %,Umsatzrendite %,Eigenkapital EUR,EK-Quote %,EK-Rendite %,Mitarbeiterzahl,Umsatz pro Mitarbeiter EUR,Steuern EUR,Steuer-Quote %,Kassenbestand EUR,Forderungen EUR,Verbindlichkeiten EUR,Materialaufwand EUR,Personalaufwand EUR,Personalaufwand pro Mitarbeiter EUR,Pensionsrückstellungen EUR,Immobilien und Grundstücke EUR,Mktg&Tech Bezugszeitraum,Anzahl Förderungen pro Jahr,Gesamtfördersumme pro Jahr EUR,Patente pro Jahr,Marken pro Jahr
DKI Management UG,UG,DE,10585.0,Berlin,Haubachstr. 33,Charlottenburg (Berlin),HRB 261920 B,aktiv,"https://www.northdata.de/DKI%20Management%20UG,%20Berlin/Amtsgericht%20Charlottenburg%20(Berlin)%20HRB%20261920%20B",,,,,,Eintragung,14.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Abbasi Rad, Kamyar",,,"Die Entwicklung und der Handel von und mit Immobilien, die Vermittlung von Immobilienprojekten, Asset- und Portfoliomanagement, Beratungs- und Consultingtätigkeit insbesondere im Bereich Immobilien- und Bauwesen.",,,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Strasser Immobilien UG,UG,DE,84524.0,Neuötting,Geigelsteinstr. 11,Traunstein,HRB 32799,aktiv,"https://www.northdata.de/Marco%20Strasser%20Immobilien%20UG,%20Neu%C3%B6tting/Amtsgericht%20Traunstein%20HRB%2032799",,,,https://marcostrasser.de,,Eintragung,17.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Strasser, Marco",,,"Anbieten, Vermarktung und Verkauf von Immobilien gegenüber fremden Dritten als Immobilienmakler gem. § 34c GewO",,,500,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo und Gregor Büscher gewerbliche Grundstückshandel eGbR,eGbR,DE,48599.0,Gronau,Am Königsweg 17,Coesfeld,GsR 106,aktiv,"https://www.northdata.de/Theo%20und%20Gregor%20B%C3%BCscher%20gewerbliche%20Grundst%C3%BCckshandel%20eGbR,%20Gronau/Amtsgericht%20Coesfeld%20GsR%20106",+49 2565935333,,weclome@buescher-immobilien.de,https://www.buescher-immobilien.de,,Eintragung,18.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVC Immobilien- & Versicherungs-Center eGbR,eGbR,DE,99084.0,Erfurt,Pergamentergasse 45,Jena,GsR 143,erloschen,"https://www.northdata.de/IVC%20Immobilien-%20&%20Versicherungs-Center%20eGbR,%20Erfurt/Amtsgericht%20Jena%20GsR%20143",,,,,,Eintragung,18.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesche Immobilien eGbR,eGbR,DE,31246.0,Ilsede,Wörlkamp 5,Hildesheim,GsR 62,aktiv,"https://www.northdata.de/Wesche%20Immobilien%20eGbR,%20Ilsede/Amtsgericht%20Hildesheim%20GsR%2062",,,,https://wesche-immobilien.de,,Eintragung,19.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neumüller Immobilien eGbR,eGbR,DE,26122.0,Oldenburg,Tirpitzstr. 29,Oldenburg,GsR 198,aktiv,"https://www.northdata.de/Neum%C3%BCller%20Immobilien%20eGbR,%20Oldenburg/GsR%20198",+49 44134010690,+49 441340106930,sekr@hneg.de,,,Eintragung,21.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS Immobilien eGbR,eGbR,DE,4821.0,Brandis,Ammelshainer Weg 12,Leipzig,GsR 80,aktiv,"https://www.northdata.de/HSS%20Immobilien%20eGbR,%20Brandis/Amtsgericht%20Leipzig%20GsR%2080",+49 34142051912,+49 3429289827,hans.schubert@gmx.net,,,Eintragung,25.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J + F Leinweber Immobilien eGbR,eGbR,DE,36093.0,Künzell,In den Gründen 10,Fulda,GsR 32,aktiv,"https://www.northdata.de/J%20+%20F%20Leinweber%20Immobilien%20eGbR,%20K%C3%BCnzell/Amtsgericht%20Fulda%20GsR%2032",+49 6614800460,+49 66148004619,kontakt@leinweber-willi.de,https://leinweber-willi.de,,Eintragung,25.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIV Sojka Immobilien Verwaltungs eGbR,eGbR,DE,56593.0,Krunkel,Industriepark 80,Montabaur,GsR 88,aktiv,"https://www.northdata.de/SIV%20Sojka%20Immobilien%20Verwaltungs%20eGbR,%20Krunkel/Amtsgericht%20Montabaur%20GsR%2088",,,,,,Eintragung,26.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKR Immobilien eGbR,eGbR,DE,20359.0,Hamburg,Beim Grünen Jäger 6,Hamburg,GsR 960,aktiv,"https://www.northdata.de/HKR%20Immobilien%20eGbR,%20Hamburg/GsR%20960",,,,http://hkrimmobilien.de,,Eintragung,27.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beate Zink UG,UG,DE,74389.0,Cleebronn,Katharinenplaisir 3,Stuttgart,HRB 794055,aktiv,"https://www.northdata.de/Beate%20Zink%20UG,%20Cleebronn/Amtsgericht%20Stuttgart%20HRB%20794055",,,,,,Eintragung,02.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Zink, Beate",,,Immobilienverwaltung.,,,6.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Immobiliengesellschaft Siegfried-Rädel-Str. Heidenau eGbR,eGbR,DE,1307.0,Dresden,Fetscherstr. 24,Dresden,GsR 198,aktiv,"https://www.northdata.de/Immobiliengesellschaft%20Siegfried-R%C3%A4del-Str%C2%B7%20Heidenau%20eGbR,%20Dresden/GsR%20198",+49 3512878620,+49 3512878626,,,,Eintragung,04.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barth & Grotz Immobilien eGbR,eGbR,DE,88299.0,Leutkirch i. Allgäu,Willerazhofen 49,Ulm,GsR 273,aktiv,"https://www.northdata.de/Barth%20&%20Grotz%20Immobilien%20eGbR,%20Leutkirch%20i%C2%B7%20Allg%C3%A4u/Amtsgericht%20Ulm%20GsR%20273",+49 7561988211,,,,,Eintragung,04.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloom & partners UG,UG,DE,28203.0,Bremen,Dobbenweg 11,Bremen,HRB 40118,erloschen,"https://www.northdata.de/bloom%20&%20partners%20UG,%20Bremen/HRB%2040118",,,,,,Eintragung,20.03.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Blumenthal, Peter Friedrich","Mergelmeyer, David Manuel",,"Die strategische Immobilienberatung von Gewerbekunden und Kunden mit einem größeren Immobilienbestand im Sinne eines ""Immobilien-Consultings"". Der Schwerpunkt liegt auf Beratungsdienstleistungen für die Optimierung und Wertsteigerung von gewerblichen Immobilieninvestitionen.",,,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,
Baghai Immobilien eGbR,eGbR,DE,23843.0,Bad Oldesloe,Schulredder 23,Lübeck,GsR 261 HL,aktiv,"https://www.northdata.de/Baghai%20Immobilien%20eGbR,%20Bad%20Oldesloe/Amtsgericht%20L%C3%BCbeck%20GsR%20261%20HL",,,baghai@abel-baghai.de,https://www.abel-baghai.de,,Eintragung,07.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meyer & Söhne V eGbR,eGbR,DE,60433.0,Frankfurt a. Main,Klauerstr. 17,Frankfurt am Main,GsR 172,aktiv,"https://www.northdata.de/Meyer%20&%20S%C3%B6hne%20V%20eGbR,%20Frankfurt%20a%C2%B7%20Main/Amtsgericht%20Frankfurt%20am%20Main%20GsR%20172",,,,https://www.meyer-soehne.com,,Eintragung,08.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wikinger Immobilien eGbR,eGbR,DE,44866.0,Bochum,Josef Haumann Str. 13,Bochum,GsR 71,aktiv,"https://www.northdata.de/Wikinger%20Immobilien%20eGbR,%20Bochum/GsR%2071",+49 23276214234,+49 23276214260,info@wikinger-immobilien.de,https://www.wikinger-immobilien.de,,Eintragung,08.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diethard Ruhs und Petra Wick-Ruhs eGbR,eGbR,DE,76530.0,Baden-Baden,Zeppelinstr. 38,Mannheim,GsR 429,aktiv,"https://www.northdata.de/Diethard%20Ruhs%20und%20Petra%20Wick-Ruhs%20eGbR,%20Baden-Baden/Amtsgericht%20Mannheim%20GsR%20429",+49 72212097,+49 722126126,petra-wick-immobilienservice@gmx.de,https://petra-wick-immobilienservice.de,,Eintragung,08.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAUMGARTEN HOLDING UG,UG,DE,2894.0,Reichenbach/O. L,Mittelhof 176,Dresden,HRB 45154,aktiv,"https://www.northdata.de/BAUMGARTEN%20HOLDING%20UG,%20Reichenbach%2FO%C2%B7%20L/Amtsgericht%20Dresden%20HRB%2045154",,,,,,Eintragung,09.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Baumgarten, Henrik","Baumgarten, Martina",,"Erwerb, Halten, Verwalten und Veräußern eigenen Vermögens, insbesondere von Unternehmen bzw. Unternehmensbeteiligungen, Immobilien, Wertgegenständen und sonstigen Vermögensgegenständen und -anlagen im In- und Ausland.",,,400,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Immobilien Westermann & Bürsing eGbR,eGbR,DE,22869.0,Schenefeld,Hauptstr. 90,Pinneberg,GsR 212 PI,aktiv,"https://www.northdata.de/Classic%20Immobilien%20Westermann%20&%20B%C3%BCrsing%20eGbR,%20Schenefeld/Amtsgericht%20Pinneberg%20GsR%20212%20PI",+49 4044809882,+49 4044809967,anfragen@classic-immobilien.de,https://www.classic-immobilien.de,DE172857544,Eintragung,12.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grundstücksgemeinschaft Krause eGbR,eGbR,DE,27572.0,Bremerhaven,Hoebelstr. 24,Bremen,GsR 132,aktiv,"https://www.northdata.de/Grundst%C3%BCcksgemeinschaft%20Krause%20eGbR,%20Bremerhaven/Amtsgericht%20Bremen%20GsR%20132",+49 47194463980,+49 47194463982,ukrause@krause-gbr.de,https://immo-krause.eu,,Eintragung,15.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas & Katia Krewer eGbR,eGbR,DE,55283.0,Nierstein,Am Hummertal 68,Mainz,GsR 271,aktiv,"https://www.northdata.de/Thomas%20&%20Katia%20Krewer%20eGbR,%20Nierstein/Amtsgericht%20Mainz%20GsR%20271",+49 611526095,+49 611590128,info@krewer-kg.com,https://www.krewer-kg.com,,Eintragung,16.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dokter Immobilien eGbR,eGbR,DE,35578.0,Wetzlar,Unter dem Nußbaum 16,Wetzlar,GsR 40,aktiv,"https://www.northdata.de/Dokter%20Immobilien%20eGbR,%20Wetzlar/GsR%2040",,,,http://dokterimmobilien.de,,Eintragung,17.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Römmelt Grundstücksverwaltungsgesellschaft eGbR,eGbR,DE,97084.0,Würzburg,Eisenbahnstr. 39,Würzburg,GsR 108,aktiv,"https://www.northdata.de/R%C3%B6mmelt%20Grundst%C3%BCcksverwaltungsgesellschaft%20eGbR,%20W%C3%BCrzburg/GsR%20108",,,,https://www.roemmelt.net,,Eintragung,18.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awais UG,UG,DE,81375.0,München,Haderunstr. 39,München,HRB 292667,aktiv,"https://www.northdata.de/Awais%20UG,%20M%C3%BCnchen/HRB%20292667",,,,,,Eintragung,19.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Shafique, Awais",,,"Beteiligung an und Beratung von Unternehmen, Erwerb, Verwaltung, Vermietung, Verpachtung und Veräußerung von Immobilien und Fahrzeugen aller Art, sowie die Durchführung von Veranstaltungen, jeweils ausgenommen erlaubnispflichtige Tätigkeiten.",,,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhic Immobilien eGbR,eGbR,DE,33428.0,Marienfeld,Möllenbrocksweg 25,Gütersloh,GsR 72,aktiv,"https://www.northdata.de/Muhic%20Immobilien%20eGbR,%20Marienfeld/Amtsgericht%20G%C3%BCtersloh%20GsR%2072",+49 5245833600,,,,,Eintragung,19.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Immobilien UG,UG,DE,95369.0,Untersteinach,Birkenweg 13,Bayreuth,HRB 8163,aktiv,"https://www.northdata.de/Jakob%20Immobilien%20UG,%20Untersteinach/Amtsgericht%20Bayreuth%20HRB%208163",+49 92258134,+49 92258124,info@jakobimmo.de,https://jakobimmo.de,,Eintragung,19.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Jakob, Edgar","Jakob, Timo",,"Vermittlung des Abschlusses von Verträgen, insbesondere Kauf-, Miet- und Pachtverträgen, über Grundstücke, grundstücksgleiche Rechte, gewerbliche Räume, Wohnräume und der Nachweis über die Gelegenheit zum Abschluss solcher Verträge.",,,2.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Walser Erhaltungs UG,UG,DE,83646.0,Wackersberg,Peterbauerweg 16,München,HRB 292714,aktiv,"https://www.northdata.de/Walser%20Erhaltungs%20UG,%20Wackersberg/Amtsgericht%20M%C3%BCnchen%20HRB%20292714",,,,,,Eintragung,22.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Lachner, Franz",,,Anmietung und Weitervermietung von Immobilien.,,,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,
LMG Plus 1 UG,UG,DE,4357.0,Leipzig,Essener Str. 100,Leipzig,HRB 42711,aktiv,"https://www.northdata.de/LMG%20Plus%201%20UG,%20Leipzig/HRB%2042711",,,,,,Eintragung,22.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Jakobi, Michael",,,"Die Erbringung von Cateringdienstleistungen sowie die Verwaltung und Vermietung von möblierten und unmöblierten Immobilien, jeweils in eigenem Namen und auf eigene Rechnung und nicht als Dienstleistung für Dritte.",,,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,
Rausch & Barg Immo eGbR,eGbR,DE,54655.0,Orsfeld,Weilerweg 1,Wittlich,GsR 172,aktiv,"https://www.northdata.de/Rausch%20&%20Barg%20Immo%20eGbR,%20Orsfeld/Amtsgericht%20Wittlich%20GsR%20172",+49 65619738657,,info@rausch-barg.de,https://www.rausch-barg.de,,Eintragung,22.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLW Immo eGbR,eGbR,DE,33332.0,Gütersloh,Frieda-Nadig-Str. 23,Gütersloh,GsR 74,aktiv,"https://www.northdata.de/BLW%20Immo%20eGbR,%20G%C3%BCtersloh/GsR%2074",,,,,,Eintragung,22.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinostrut UG,UG,DE,6268.0,Obhausen,Döcklitzer Weg 5,Stendal,HRB 34252,aktiv,"https://www.northdata.de/Vinostrut%20UG,%20Obhausen/Amtsgericht%20Stendal%20HRB%2034252",,,,,,Eintragung,24.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Dunte, Tillmann",,,"Die Vermietung von Immobilien und Mobilien wie Schankwägen und deren Equipment, Kühlwägen und Gastronomiebedarf jeweils in eigenem Namen, auf eigene Rechnung und nicht als Dienstleistung für Dritte und der Handel mit Lebensmitteln.",,,500,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleine Niesse Immobilien eGbR,eGbR,DE,49536.0,Lienen,Nachtigallenweg 20,Steinfurt,GsR 175,aktiv,"https://www.northdata.de/Kleine%20Niesse%20Immobilien%20eGbR,%20Lienen/Amtsgericht%20Steinfurt%20GsR%20175",,,info@kleine-niesse.de,,,Eintragung,24.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frimmobelle UG,UG,DE,76530.0,Baden-Baden,Ludwig-Wilhelm-Str. 26,Mannheim,HRB 750815,aktiv,"https://www.northdata.de/Frimmobelle%20UG,%20Baden-Baden/Amtsgericht%20Mannheim%20HRB%20750815",,,,,,Eintragung,25.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Müller, Rico",,,"An- und Verkauf von Immobilien aller Art, die Vermittlung des Abschlusses von Verträgen und der Nachweis von Gelegenheit zum Abschluß von Verträgen über Grundstücke, grundstücksgleiche Rechte, Wohnräume und gewerbliche Räume; die Verwaltung und das Management von Haus und Grundbesitz. Darüber hinaus ist die Gesellschaft berechtigt, selbst Beteiligungen an Unternehmen zu erwerben, zu verwalten und zu veräußern sowie die persönlichen Haftung und die Geschäftsführung bei Personengesellschaften, insbesondere die Beteiligung als persönlich haftende Gesellschafterin, zu übernehmen, die den ihrerseits den in Absatz 1 genannten Unternehmenszweck verfolgen.",,,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Meerzeit für Immobilien Hössermann eGbR,eGbR,DE,24376.0,Kappeln,Neukappeln 5,Flensburg,GsR 237 FL,aktiv,"https://www.northdata.de/Meerzeit%20f%C3%BCr%20Immobilien%20H%C3%B6ssermann%20eGbR,%20Kappeln/Amtsgericht%20Flensburg%20GsR%20237%20FL",,,n.h@meerzeit-ferien.de,https://www.meerzeit-immobilien.de,,Eintragung,29.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grundstücksverwaltung Oliver und Thomas Fergg eGbR,eGbR,DE,90403.0,Nürnberg,Kaiserstr. 8,Nürnberg,GsR 160,aktiv,"https://www.northdata.de/Grundst%C3%BCcksverwaltung%20Oliver%20und%20Thomas%20Fergg%20eGbR,%20N%C3%BCrnberg/GsR%20160",+49 9112447763,+49 911224520,info@fergg-immobilienverwaltung.de,http://www.fergg-immobilienverwaltung.de,,Eintragung,29.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebek Real Estate eGbR,eGbR,DE,56470.0,Bad Marienberg,Am Wald 1,Montabaur,GsR 139,aktiv,"https://www.northdata.de/Lebek%20Real%20Estate%20eGbR,%20Bad%20Marienberg/Amtsgericht%20Montabaur%20GsR%20139",+49 26619190,,juergen-lebek@lebek.de,,,Eintragung,29.04.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Förenkamp 37/39 UG,UG,DE,40789.0,Monheim a. Rhein,Rheinpromenade 9,Düsseldorf,HRB 104359,aktiv,"https://www.northdata.de/F%C3%B6renkamp%2037%2F39%20UG,%20Monheim%20a%C2%B7%20Rhein/Amtsgericht%20D%C3%BCsseldorf%20HRB%20104359",,,,,,Eintragung,01.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Schröder, Melvin","Schröder, Ralf-Peter",,Die Vermittlung und Vermarktung des Grundstücks Förenkamp 37/39 in Bottrop.,,,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,
AH Ambiente Hotellerie UG,UG,DE,51149.0,Köln,Oberstr. 53,Köln,HRB 118926,aktiv,"https://www.northdata.de/AH%20Ambiente%20Hotellerie%20UG,%20K%C3%B6ln/HRB%20118926",,,,,,Eintragung,02.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Gökalp, Nurcan",,,"die Vermietung und Verpachtung von Immobilien, sowie der Import und Export von Waren der Hotellerie.",,,3.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathrin Adler & Marc Altenheimer eGbR,eGbR,DE,68519.0,Viernheim,Walter-Oehmichen-Str. 14,Darmstadt,GsR 183,aktiv,"https://www.northdata.de/Kathrin%20Adler%20&%20Marc%20Altenheimer%20eGbR,%20Viernheim/Amtsgericht%20Darmstadt%20GsR%20183",+49 620460660,+49 6204606612,,,,Eintragung,02.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feel Great Immobilien UG,UG,DE,82346.0,Andechs,Andechser Str. 23 c,München,HRB 292937,aktiv,"https://www.northdata.de/Feel%20Great%20Immobilien%20UG,%20Andechs/Amtsgericht%20M%C3%BCnchen%20HRB%20292937",,,,,,Eintragung,02.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Rau, Alexander","Spiewak, Artur Slawomir",,"Wiederherstellung von heruntergekommenen Immobilien mit der Zielsetzung, eine besondere Wohlfühlatmosphäre herzustellen (durch Design und Energetisierung), und Verkauf an spirituell Interessierte und andere Käufer, die sich großartig in ihrem Zuhause fühlen wollen, soweit keine öffentlich-rechtlichen Genehmigungserfordernisse bestehen.",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Jozic & Thorsten Hagemeier Immobilien eGbR,eGbR,DE,32549.0,Bad Oeynhausen,Dehmer Str. 165,Bad Oeynhausen,GsR 94,aktiv,"https://www.northdata.de/Dario%20Jozic%20&%20Thorsten%20Hagemeier%20Immobilien%20eGbR,%20Bad%20Oeynhausen/GsR%2094",,,,,,Eintragung,03.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torsten Möller + Niklas Möller Automatenservice eGbR,eGbR,DE,23552.0,Lübeck,Mengstr. 10,Lübeck,GsR 345 HL,aktiv,"https://www.northdata.de/Torsten%20M%C3%B6ller%20+%20Niklas%20M%C3%B6ller%20Automatenservice%20eGbR,%20L%C3%BCbeck/GsR%20345%20HL",+49 4516933726,+49 4519820003,info@t-m-immobilien.de,,,Eintragung,03.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freytag & meier UG,UG,DE,44139.0,Dortmund,Ruhrallee 9,Dortmund,HRB 36124,aktiv,"https://www.northdata.de/freytag%20&%20meier%20UG,%20Dortmund/HRB%2036124",,,,https://freytag-meier.de,,Eintragung,06.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Pohlmann, Alina",,,Vermarktung von Zwangsversteigerungsimmobilien,,,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander und Hans Sobczak eGbR,eGbR,DE,44139.0,Dortmund,Harnackstr. 61 a,Dortmund,GsR 124,aktiv,"https://www.northdata.de/Alexander%20und%20Hans%20Sobczak%20eGbR,%20Dortmund/GsR%20124",+49 2319509808,+49 2319509809,info@pflegeimmobilien-kapitalanlagen.de,https://www.pflegeimmobilien-kapitalanlagen.de,DE263878282,Eintragung,10.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hökelekli Holding UG,UG,DE,47807.0,Krefeld,Sachsenweg 19,Aachen,HRB 27699,aktiv,"https://www.northdata.de/H%C3%B6kelekli%20Holding%20UG,%20Krefeld/Amtsgericht%20Aachen%20HRB%2027699",,,,,,Eintragung,10.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Hökelekli, Hakan",,,"Gegenstand des Unternehmens ist a) der Erwerb und die Verwaltung von Vermögenswerten aller Art im eigenen Namen und auf eigene Rechnung, insbesondere von Grundbesitz bzw. grundstücksgleichen Rechten, Markenrechten und Gesellschaftsbeteiligungen, sowie b) die Übernahme der Geschäftsführung, der persönlichen Haftung und der Vertretung anderer Gesellschaften bzw. Unternehmen. Die Gesellschaff ist befugt, Zweigniederlassungen im In- und Ausland zu errichten sowie alle Geschäfte zu betreiben, die geeignet sind, die Unternehmungen der Gesellschaft zu fördern.",,,1.200,,,,,,,,,,,,,,,,,,,,,,,,,,
KMTP eGbR,eGbR,DE,31737.0,Rinteln,Dingelstedtwall 14,Stadthagen,GsR 34,aktiv,"https://www.northdata.de/KMTP%20eGbR,%20Rinteln/Amtsgericht%20Stadthagen%20GsR%2034",+49 575196110,,,,,Eintragung,10.05.2024,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
